Date,Open,High,Low,Close,Adj Close,Volume
2021-11-29,332.190002,332.890015,301.299988,306.929993,306.605743,150158300
2021-12-06,298.799988,324.489990,280.380005,301.980011,301.697906,270487400
2021-12-13,302.489990,311.600006,272.500000,278.010010,277.750275,338480000
2021-12-20,273.049988,300.589996,271.450012,296.399994,296.123108,172443800
2021-12-27,296.600006,313.299988,293.309998,294.109985,293.835236,174281000
2022-01-03,298.149994,307.109985,270.570007,272.470001,272.215424,228089000
2022-01-10,265.809998,285.950012,256.440002,269.420013,269.168335,231818600
2022-01-17,262.600006,266.380005,232.630005,233.740005,233.521637,206672400
2022-01-24,223.300003,240.570007,208.880005,228.399994,228.186615,345168400
2022-01-31,231.820007,258.170013,230.520004,243.190002,242.962814,239203100
2022-02-07,243.720001,269.250000,237.729996,239.490005,239.266281,243018100
2022-02-14,239.339996,265.820007,231.000000,236.419998,236.199127,344481900
2022-02-21,230.350006,242.169998,208.899994,241.570007,241.344330,246460000
2022-02-28,239.919998,246.649994,224.820007,229.360001,229.145737,207552700
2022-03-07,228.169998,232.199997,206.500000,221.000000,220.831161,229630500
2022-03-14,218.690002,265.690002,211.589996,264.529999,264.327881,275143200
2022-03-21,265.070007,283.579987,255.750000,276.920013,276.708466,309724900
2022-03-28,277.559998,289.459991,262.670013,267.119995,266.915894,241864000
2022-04-04,267.279999,275.579987,230.619995,231.190002,231.013367,262034100
2022-04-11,222.139999,227.770004,211.630005,212.580002,212.417587,232350500
2022-04-18,212.000000,226.699997,195.000000,195.149994,195.000900,278837800
2022-04-25,192.020004,201.279999,182.899994,185.470001,185.328308,286493100
2022-05-02,185.410004,204.000000,179.899994,186.750000,186.607330,295628300
2022-05-09,180.339996,182.550003,155.669998,177.059998,176.924713,345526100
2022-05-16,175.089996,183.710007,157.550003,166.940002,166.812454,301285200
2022-05-23,162.740005,188.809998,157.800003,188.110001,187.966278,374452500
2022-05-30,189.800003,196.190002,181.220001,187.199997,187.056976,245604900
2022-06-06,191.389999,193.369995,168.690002,169.740005,169.610321,203539400
2022-06-13,160.000000,168.679993,153.279999,158.800003,158.712219,281385200
2022-06-20,164.750000,171.399994,158.529999,171.259995,171.165329,185605700
2022-06-27,173.119995,173.300003,143.919998,145.229996,145.149719,263514900
2022-07-04,141.750000,160.369995,140.550003,158.380005,158.292450,214133800
2022-07-11,155.259995,157.820007,144.649994,157.619995,157.532867,225989200
2022-07-18,163.020004,181.440002,160.020004,173.190002,173.094269,322714100
2022-07-25,170.190002,182.440002,164.779999,181.630005,181.529617,235849500
2022-08-01,181.820007,192.740005,179.899994,189.889999,189.785034,217986200
2022-08-08,175.020004,187.179993,167.240005,187.089996,186.986588,323496500
2022-08-15,187.009995,191.639999,177.699997,178.490005,178.391342,221274000
2022-08-22,174.899994,179.470001,162.369995,162.600006,162.510132,284205800
2022-08-29,160.199997,163.380005,132.699997,136.470001,136.394577,352204500
2022-09-05,137.309998,144.740005,133.460007,143.869995,143.790466,215989300
2022-09-12,143.690002,145.470001,126.169998,131.979996,131.946243,298199800
2022-09-19,130.119995,140.309998,122.570000,125.160004,125.127991,332465300
2022-09-26,124.910004,128.229996,119.459999,121.389999,121.358955,274201200
2022-10-03,123.470001,136.559998,120.220001,120.760002,120.729118,295542600
2022-10-10,120.370003,121.239998,108.129997,112.269997,112.241280,342230600
2022-10-17,115.180000,127.690002,115.169998,124.660004,124.628120,302515900
2022-10-24,125.080002,138.500000,120.639999,138.339996,138.304611,266004500
2022-10-31,137.779999,142.289993,129.559998,141.559998,141.523788,270390500
2022-11-07,142.279999,163.889999,137.589996,163.270004,163.228241,281562300
2022-11-14,162.179993,169.979996,151.199997,154.089996,154.050583,292584600
2022-11-21,151.470001,165.270004,150.800003,162.699997,162.658386,147278000
2022-11-28,160.259995,169.300003,155.199997,169.229996,169.186707,116661200
2022-12-01,169.990005,172.639893,166.360107,171.350006,171.350006,47015670
